"file","id","kind","type","audience","series","duration_s","dimensions","caption","hashtags"
"videos/ad-tesla-bumper-7-2.mp4","ad-tesla-bumper-7-2","video","Product ad","flippers","","10.2","1080x1920","This is why your EV repair bill is mad. Tesla Model Y Front Bumper from £299 (was £720) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-taillight-0-3.mp4","ad-tesla-taillight-0-3","video","Product ad","flippers","","10.2","1080x1920","Stop overpaying for EV parts. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-taillight-1-3.mp4","ad-tesla-taillight-1-3","video","Product ad","garages","","10.2","1080x1920","Your dealer is robbing you. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-taillight-2-3.mp4","ad-tesla-taillight-2-3","video","Product ad","public","","10.2","1080x1920","Tesla repair quote made you cry? Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-tesla-taillight-3-3.mp4","ad-tesla-taillight-3-3","video","Product ad","flippers","","10.2","1080x1920","MG owners — you NEED this. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-taillight-4-3.mp4","ad-tesla-taillight-4-3","video","Product ad","garages","","10.2","1080x1920","EV parts without the dealer price. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-taillight-5-3.mp4","ad-tesla-taillight-5-3","video","Product ad","public","","10.2","1080x1920","POV: you found exact-fit parts. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-tesla-taillight-6-3.mp4","ad-tesla-taillight-6-3","video","Product ad","flippers","","10.2","1080x1920","Pranged it? Don’t panic. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-taillight-7-3.mp4","ad-tesla-taillight-7-3","video","Product ad","garages","","10.2","1080x1920","This is why your EV repair bill is mad. Tesla Model Y Tail Light from £149 (was £360) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-mirror-0-4.mp4","ad-tesla-mirror-0-4","video","Product ad","garages","","10.2","1080x1920","Stop overpaying for EV parts. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-mirror-1-4.mp4","ad-tesla-mirror-1-4","video","Product ad","public","","10.2","1080x1920","Your dealer is robbing you. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-tesla-mirror-2-4.mp4","ad-tesla-mirror-2-4","video","Product ad","flippers","","10.2","1080x1920","Tesla repair quote made you cry? Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-mirror-3-4.mp4","ad-tesla-mirror-3-4","video","Product ad","garages","","10.2","1080x1920","MG owners — you NEED this. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-mirror-4-4.mp4","ad-tesla-mirror-4-4","video","Product ad","public","","10.2","1080x1920","EV parts without the dealer price. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-tesla-mirror-5-4.mp4","ad-tesla-mirror-5-4","video","Product ad","flippers","","10.2","1080x1920","POV: you found exact-fit parts. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-tesla-mirror-6-4.mp4","ad-tesla-mirror-6-4","video","Product ad","garages","","10.2","1080x1920","Pranged it? Don’t panic. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-tesla-mirror-7-4.mp4","ad-tesla-mirror-7-4","video","Product ad","public","","10.2","1080x1920","This is why your EV repair bill is mad. Tesla Model Y Wing Mirror from £119 (was £300) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-bumper-0-5.mp4","ad-mg-bumper-0-5","video","Product ad","public","","10.2","1080x1920","Stop overpaying for EV parts. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-bumper-1-5.mp4","ad-mg-bumper-1-5","video","Product ad","flippers","","10.2","1080x1920","Your dealer is robbing you. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-bumper-2-5.mp4","ad-mg-bumper-2-5","video","Product ad","garages","","10.2","1080x1920","Tesla repair quote made you cry? MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-bumper-3-5.mp4","ad-mg-bumper-3-5","video","Product ad","public","","10.2","1080x1920","MG owners — you NEED this. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-bumper-4-5.mp4","ad-mg-bumper-4-5","video","Product ad","flippers","","10.2","1080x1920","EV parts without the dealer price. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-bumper-5-5.mp4","ad-mg-bumper-5-5","video","Product ad","garages","","10.2","1080x1920","POV: you found exact-fit parts. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-bumper-6-5.mp4","ad-mg-bumper-6-5","video","Product ad","public","","10.2","1080x1920","Pranged it? Don’t panic. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-bumper-7-5.mp4","ad-mg-bumper-7-5","video","Product ad","flippers","","10.2","1080x1920","This is why your EV repair bill is mad. MG4 Front Bumper from £179 (was £430) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-headlight-0-6.mp4","ad-mg-headlight-0-6","video","Product ad","flippers","","10.2","1080x1920","Stop overpaying for EV parts. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-headlight-1-6.mp4","ad-mg-headlight-1-6","video","Product ad","garages","","10.2","1080x1920","Your dealer is robbing you. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-headlight-2-6.mp4","ad-mg-headlight-2-6","video","Product ad","public","","10.2","1080x1920","Tesla repair quote made you cry? MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-headlight-3-6.mp4","ad-mg-headlight-3-6","video","Product ad","flippers","","10.2","1080x1920","MG owners — you NEED this. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-headlight-4-6.mp4","ad-mg-headlight-4-6","video","Product ad","garages","","10.2","1080x1920","EV parts without the dealer price. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-headlight-5-6.mp4","ad-mg-headlight-5-6","video","Product ad","public","","10.2","1080x1920","POV: you found exact-fit parts. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-headlight-6-6.mp4","ad-mg-headlight-6-6","video","Product ad","flippers","","10.2","1080x1920","Pranged it? Don’t panic. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-headlight-7-6.mp4","ad-mg-headlight-7-6","video","Product ad","garages","","10.2","1080x1920","This is why your EV repair bill is mad. MG4 LED Headlight from £159 (was £390) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-bumper-0-7.mp4","ad-mg-bumper-0-7","video","Product ad","garages","","10.2","1080x1920","Stop overpaying for EV parts. MG ZS Front Bumper from £139 (was £330) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
"videos/ad-mg-bumper-1-7.mp4","ad-mg-bumper-1-7","video","Product ad","public","","10.2","1080x1920","Your dealer is robbing you. MG ZS Front Bumper from £139 (was £330) at Calibre Auto Parts. Pranged your EV? We’ll get you back on the road for less. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carmaintenance #carinsurance #cartips #evlife #cardamage"
"videos/ad-mg-bumper-2-7.mp4","ad-mg-bumper-2-7","video","Product ad","flippers","","10.2","1080x1920","Tesla repair quote made you cry? MG ZS Front Bumper from £139 (was £330) at Calibre Auto Parts. Flipping an EV or hybrid? Exact-fit panels, margin-friendly prices. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #carflipping #carflip #flippingcars #catscars #salvagecar #evflip"
"videos/ad-mg-bumper-3-7.mp4","ad-mg-bumper-3-7","video","Product ad","garages","","10.2","1080x1920","MG owners — you NEED this. MG ZS Front Bumper from £139 (was £330) at Calibre Auto Parts. EV & hybrid repairs? Exact-fit parts, dispatched same day. 🔧 Shop calibreautoparts.co.uk","#evparts #carparts #tesla #mgmotor #byd #ukcars #watford #calibreautoparts #electriccar #hybrid #mechanic #garage #evrepair #bodyshop #cartrade #evgarage"
